#  addMAME 0.01 > 0.196
#
#  © 2014/2018 AntoPISA of www.progettosnaps.net
#
#  Total sets: 35,074
#
#
-----------------------------------------------------------
| S e t                     | Added in version | T y p e  |
| ec_redbr__a0              | 0.146u5          | MAME     |
| ec_redbr__a1              | 0.146u5          | MAME     |
| ec_redbr__a2              | 0.146u5          | MAME     |
| ec_redbr__a3              | 0.146u5          | MAME     |
| ec_redbr__a4              | 0.146u5          | MAME     |
| ec_redbr__a5              | 0.146u5          | MAME     |
| ec_redbr__a6              | 0.146u5          | MAME     |
| ec_redbr__a7              | 0.146u5          | MAME     |
| ec_redbr__a8              | 0.146u5          | MAME     |
| ec_redbr__a9              | 0.146u5          | MAME     |
| ec_redbr__aa              | 0.146u5          | MAME     |
| ec_redbr__ab              | 0.146u5          | MAME     |
| ec_redbr__ac              | 0.146u5          | MAME     |
| ec_redbr__ad              | 0.146u5          | MAME     |
| ec_redbr__ae              | 0.146u5          | MAME     |
| ec_redbr__af              | 0.146u5          | MAME     |
| ec_redbr__ag              | 0.146u5          | MAME     |
| ec_redbr__ah              | 0.146u5          | MAME     |
| ec_redbr__ai              | 0.146u5          | MAME     |
| ec_redbr__aj              | 0.146u5          | MAME     |
| ec_redbr__ak              | 0.146u5          | MAME     |
| ec_redbr__al              | 0.146u5          | MAME     |
| ec_redbr__am              | 0.146u5          | MAME     |
| ec_redbr__an              | 0.146u5          | MAME     |
| ec_redbr__ao              | 0.146u5          | MAME     |
| ec_redbr__ap              | 0.146u5          | MAME     |
| ec_redbr__aq              | 0.146u5          | MAME     |
| ec_redbr__ar              | 0.146u5          | MAME     |
| ec_redbr__as              | 0.146u5          | MAME     |
| ec_redbr__at              | 0.146u5          | MAME     |
| ec_redbr__au              | 0.146u5          | MAME     |
| ec_redbr__av              | 0.146u5          | MAME     |
| ec_redbr__aw              | 0.146u5          | MAME     |
| ec_redbr__ax              | 0.146u5          | MAME     |
| ec_redbr__ay              | 0.146u5          | MAME     |
| ec_redbr__az              | 0.146u5          | MAME     |
| ec_redbr__b               | 0.146u5          | MAME     |
| ec_redbr__b0              | 0.146u5          | MAME     |
| ec_redbr__b1              | 0.146u5          | MAME     |
| ec_redbr__ba              | 0.146u5          | MAME     |
| ec_redbr__bb              | 0.146u5          | MAME     |
| ec_redbr__bc              | 0.146u5          | MAME     |
| ec_redbr__bd              | 0.146u5          | MAME     |
| ec_redbr__be              | 0.146u5          | MAME     |
| ec_redbr__bf              | 0.146u5          | MAME     |
| ec_redbr__bg              | 0.146u5          | MAME     |
| ec_redbr__bh              | 0.146u5          | MAME     |
| ec_redbr__bi              | 0.146u5          | MAME     |
| ec_redbr__bj              | 0.146u5          | MAME     |
| ec_redbr__bk              | 0.146u5          | MAME     |
| ec_redbr__bl              | 0.146u5          | MAME     |
| ec_redbr__bm              | 0.146u5          | MAME     |
| ec_redbr__bn              | 0.143u3          | MAME     |
| ec_redbr__bo              | 0.146u5          | MAME     |
| ec_redbr__bp              | 0.146u5          | MAME     |
| ec_redbr__bq              | 0.146u5          | MAME     |
| ec_redbr__br              | 0.146u5          | MAME     |
| ec_redbr__bs              | 0.146u5          | MAME     |
| ec_redbr__bt              | 0.146u5          | MAME     |
| ec_redbr__bu              | 0.146u5          | MAME     |
| ec_redbr__bv              | 0.146u5          | MAME     |
| ec_redbr__bw              | 0.146u5          | MAME     |
| ec_redbr__bx              | 0.146u5          | MAME     |
| ec_redbr__by              | 0.146u5          | MAME     |
| ec_redbr__c               | 0.146u5          | MAME     |
| ec_redbr__d               | 0.146u5          | MAME     |
| ec_redbr__e               | 0.146u5          | MAME     |
| ec_redbr__f               | 0.146u5          | MAME     |
| ec_redbr__g               | 0.146u5          | MAME     |
| ec_redbr__h               | 0.146u5          | MAME     |
| ec_redbr__i               | 0.146u5          | MAME     |
| ec_redbr__j               | 0.146u5          | MAME     |
| ec_redbr__k               | 0.146u5          | MAME     |
| ec_redbr__l               | 0.146u5          | MAME     |
| ec_redbr__m               | 0.146u5          | MAME     |
| ec_redbr__n               | 0.146u5          | MAME     |
| ec_redbr__o               | 0.146u5          | MAME     |
| ec_redbr__p               | 0.146u5          | MAME     |
| ec_redbr__q               | 0.146u5          | MAME     |
| ec_redbr__r               | 0.146u5          | MAME     |
| ec_redbr__s               | 0.146u5          | MAME     |
| ec_redbr__t               | 0.146u5          | MAME     |
| ec_redbr__u               | 0.146u5          | MAME     |
| ec_redbr__v               | 0.146u5          | MAME     |
| ec_redbr__w               | 0.146u5          | MAME     |
| ec_redbr__x               | 0.146u5          | MAME     |
| ec_redbr__y               | 0.146u5          | MAME     |
| ec_redbr__z               | 0.146u5          | MAME     |
| ec_sbarx                  | 0.146u5          | MAME     |
| ec_sbarx__0               | 0.146u5          | MAME     |
| ec_sbarx__1               | 0.146u5          | MAME     |
| ec_sbarx__2               | 0.146u5          | MAME     |
| ec_sbarx__3               | 0.146u5          | MAME     |
| ec_sbarx__4               | 0.146u5          | MAME     |
| ec_sbarx__5               | 0.146u5          | MAME     |
| ec_sbarx__6               | 0.146u5          | MAME     |
| ec_sbarx__7               | 0.146u5          | MAME     |
| ec_sbarx__8               | 0.146u5          | MAME     |
| ec_sbarx__9               | 0.146u5          | MAME     |
| ec_sbarx__a               | 0.146u5          | MAME     |
| ec_sbarx__a0              | 0.146u5          | MAME     |
| ec_sbarx__a1              | 0.143u3          | MAME     |
| ec_sbarx__a2              | 0.146u5          | MAME     |
| ec_sbarx__a3              | 0.146u5          | MAME     |
| ec_sbarx__a4              | 0.146u5          | MAME     |
| ec_sbarx__aa              | 0.146u5          | MAME     |
| ec_sbarx__ab              | 0.146u5          | MAME     |
| ec_sbarx__ac              | 0.146u5          | MAME     |
| ec_sbarx__ad              | 0.146u5          | MAME     |
| ec_sbarx__ae              | 0.146u5          | MAME     |
| ec_sbarx__af              | 0.146u5          | MAME     |
| ec_sbarx__ag              | 0.146u5          | MAME     |
| ec_sbarx__ah              | 0.146u5          | MAME     |
| ec_sbarx__ai              | 0.146u5          | MAME     |
| ec_sbarx__aj              | 0.146u5          | MAME     |
| ec_sbarx__ak              | 0.146u5          | MAME     |
| ec_sbarx__al              | 0.146u5          | MAME     |
| ec_sbarx__am              | 0.146u5          | MAME     |
| ec_sbarx__an              | 0.146u5          | MAME     |
| ec_sbarx__ao              | 0.146u5          | MAME     |
| ec_sbarx__ap              | 0.146u5          | MAME     |
| ec_sbarx__aq              | 0.146u5          | MAME     |
| ec_sbarx__ar              | 0.146u5          | MAME     |
| ec_sbarx__as              | 0.146u5          | MAME     |
| ec_sbarx__at              | 0.146u5          | MAME     |
| ec_sbarx__au              | 0.146u5          | MAME     |
| ec_sbarx__av              | 0.146u5          | MAME     |
| ec_sbarx__aw              | 0.146u5          | MAME     |
| ec_sbarx__ax              | 0.146u5          | MAME     |
| ec_sbarx__ay              | 0.146u5          | MAME     |
| ec_sbarx__az              | 0.146u5          | MAME     |
| ec_sbarx__b               | 0.146u5          | MAME     |
| ec_sbarx__c               | 0.146u5          | MAME     |
| ec_sbarx__d               | 0.146u5          | MAME     |
| ec_sbarx__e               | 0.146u5          | MAME     |
| ec_sbarx__f               | 0.146u5          | MAME     |
| ec_sbarx__g               | 0.146u5          | MAME     |
| ec_sbarx__h               | 0.146u5          | MAME     |
| ec_sbarx__i               | 0.146u5          | MAME     |
| ec_sbarx__j               | 0.146u5          | MAME     |
| ec_sbarx__k               | 0.146u5          | MAME     |
| ec_sbarx__l               | 0.146u5          | MAME     |
| ec_sbarx__m               | 0.146u5          | MAME     |
| ec_sbarx__n               | 0.146u5          | MAME     |
| ec_sbarx__o               | 0.146u5          | MAME     |
| ec_sbarx__p               | 0.146u5          | MAME     |
| ec_sbarx__q               | 0.146u5          | MAME     |
| ec_sbarx__r               | 0.146u5          | MAME     |
| ec_sbarx__s               | 0.146u5          | MAME     |
| ec_sbarx__t               | 0.146u5          | MAME     |
| ec_sbarx__u               | 0.146u5          | MAME     |
| ec_sbarx__v               | 0.146u5          | MAME     |
| ec_sbarx__w               | 0.146u5          | MAME     |
